date_of_sale,address,location,total_area,rooms,plot_area,closing_price
Såld 22 april 2022,Årsnäs 460,"Kungälv - Årsnäs,          Kungälvs kommun",40+3 m²,3,393,3600000
Såld 16 april 2022,Trankärr 223,"Trankärr,          Kungälvs kommun",6 m²,6,958,5850000
Såld 14 april 2022,Marieberg 210,"Kungälv,          Kungälvs kommun",120+34 m²,5,245,3150000
Såld 14 april 2022,Dotorp 260,"Kungälv - Kärna,          Kungälvs kommun",162+9 m²,6,3,4775000
Såld 13 april 2022,Högalidsgatan 12,"Centralt vid älven,          Kungälvs kommun",139+72 m²,7,816,6450000
Såld 13 april 2022,Kodevägen 15,"Kode,          Kungälvs kommun",147+123 m²,6,301,4525000
Såld 13 april 2022,Kungälvsvägen 27,"Grinden,          Kungälvs kommun",133+6 m²,6,243,4950000
Såld 13 april 2022,Onyxvägen 1,"Kode,          Kungälvs kommun",155+7 m²,7,818,4400000
Såld 4 april 2022,Kärnavägen 7,"Kärna,          Kungälvs kommun",97+133 m²,7,786,3995000
Såld 3 april 2022,Åsebyberg 735,"Kode,          Kungälvs kommun",158+21 m²,5,362,6200000
Såld 30 mars 2022,Lagvägen 4,"Ytterby,          Kungälvs kommun",129+20 m²,5,816,5630000
Såld 30 mars 2022,Marielundsvägen 12,"Koön,          Kungälvs kommun",74+3 m²,3,854,5400000
Såld 30 mars 2022,Gräsgången 5,"Kungälv,          Kungälvs kommun",121+4 m²,4,343,4600000
Såld 30 mars 2022,Åsebyberg 883,"Åsebyberg,          Kungälvs kommun",96+4 m²,4,,4630000
Såld 25 mars 2022,Åsebyberg 755,"Kode,          Kungälvs kommun",75+40 m²,3,961,3900000
Såld 25 mars 2022,Västra Strandgatan 3,"Centralt vid älven,          Kungälvs kommun",111+61 m²,5,650,6000000
Såld 17 mars 2022,Matskärsvägen 6,"Tjuvkil,          Kungälvs kommun",155+19 m²,7,521,6300000
Såld 16 mars 2022,Prejelvägen 103,"Ullstorp,          Kungälvs kommun",106+4 m²,4,372,5380000
Såld 15 mars 2022,Vävra 425,"Tjuvkil/ Lycke,          Kungälvs kommun",165+50 m²,,193,7650000
Såld 15 mars 2022,Briljantvägen 30,"Kode,          Kungälvs kommun",143+5 m²,5,520,5400000
Såld 15 mars 2022,Hallsbergsvägen 12,"Kode,          Kungälvs kommun",150+15 m²,6,639,5800000
Såld 11 mars 2022,Rönnvägen 22,"Romelanda,          Kungälvs kommun",108+70 m²,6,823,5000000
Såld 10 mars 2022,Galärgatan 8,"Centrum,          Kungälvs kommun",119+62 m²,5,655,4700000
Såld 10 mars 2022,Bergkristallvägen 3,"Kode,          Kungälvs kommun",125+9 m²,5,527,5460000
Såld 10 mars 2022,Storskiftegatan 17,"Övre Tega,          Kungälvs kommun",111+4 m²,4,165,4600000
Såld 9 mars 2022,Dammen 135,"Kode,          Kungälvs kommun",90+20 m²,4,698,3200000
Såld 9 mars 2022,Rondan 19,"Ödsmålsmosse,          Kungälvs kommun",60+60 m²,4,927,5400000
Såld 9 mars 2022,Tvetgatan 289,"Bohuslän,          Kungälvs kommun",130+9 m²,5,127,4440000
Såld 7 mars 2022,Marias väg 35,"Aröd,          Kungälvs kommun",70+3 m²,3,225,3450000
Såld 6 mars 2022,Thorilds gränd 12,"Centralt,          Kungälvs kommun",83+6 m²,6,470,8000000
Såld 4 mars 2022,Västra gatan 31,"Gamla Staden,          Kungälvs kommun",262+9 m²,9,636,8800000
Såld 3 mars 2022,Östergårdsgatan 20,"Ytterby,          Kungälvs kommun",133+65 m²,6,154,5720000
Såld 3 mars 2022,Glose 660,"Kärna,          Kungälvs kommun",60+3 m²,3,703,3330000
Såld 3 mars 2022,Ivar Claessons gata 10,"Kungälv - Centralt,          Kungälvs kommun",105+53 m²,5,967,5300000
Såld 24 februari 2022,Häljeröd 170,"Romelanda,          Kungälvs kommun",102+48 m²,4,432,5750000
Såld 21 februari 2022,Hallsbergsvägen 7,"Kode,          Kungälvs kommun",172+85 m²,7,363,5450000
Såld 19 februari 2022,Grandalen 200,"Romelanda,          Kungälvs kommun",115+21 m²,4,937,4290000
Såld 18 februari 2022,Fontinvägen 23,"Centralt,          Kungälvs kommun",168+75 m²,6,402,5900000
Såld 17 februari 2022,Lefstadvägen 35,"Kärna,          Kungälvs kommun",127+61 m²,5,255,5700000
Såld 16 februari 2022,Munkegärdegatan 321A,"Munkegärde,          Kungälvs kommun",99 m²,,357,4905000
Såld 14 februari 2022,Åkerhög 394,"Vedhall,          Kungälvs kommun",148+4 m²,4,262,7250000
Såld 12 februari 2022,Åsebyberg 868,"Bohuslän,          Kungälvs kommun",154+7 m²,7,234,6400000
Såld 9 februari 2022,Signehög 360,"Bohuslän,          Kungälvs kommun",78+68 m²,4,771,3825000
Såld 8 februari 2022,Hammarberg 895,"Kode,          Kungälvs kommun",67 m²,,997,3360000
Såld 3 februari 2022,Sundhammarsvägen 480,"Kovikshamn/Sundhammar,          Kungälvs kommun",167+13 m²,5,290,6475000
Såld 28 januari 2022,Gamla Kungälvsvägen 9,"Ytterby,          Kungälvs kommun",65+88 m²,4,0,5555000
Såld 28 januari 2022,Murhammarvägen 17,"Kareby,          Kungälvs kommun",168+6 m²,6,496,7300000
Såld 27 januari 2022,Mjölnarvägen 3,"Diseröd,          Kungälvs kommun",137+5 m²,5,534,4500000
Såld 26 januari 2022,Häroldsgatan 5,"Centrum,          Kungälvs kommun",141+7 m²,7,799,5700000
Såld 25 januari 2022,Långåkersgatan 6,"Centralt,          Kungälvs kommun",140+36 m²,5,733,7000000
Såld 24 januari 2022,Västerhöjdsvägen 111,"Kärna,          Kungälvs kommun",103+5 m²,5,423,2500000
Såld 22 januari 2022,Valtersäng 11,"Trankärr,          Kungälvs kommun",162+4 m²,4,808,6150000
Såld 21 januari 2022,Skvaltvägen 3,"Diseröd,          Kungälvs kommun",180+145 m²,8,352,5975000
Såld 19 januari 2022,Trätäljagatan 7,"Iskällan,          Kungälvs kommun",142+142 m²,7,37,7550000
Såld 18 januari 2022,Snäckvägen 16,"Rörtången/ödsmålsmosse,          Kungälvs kommun",62+2 m²,2,801,3144000
Såld 18 januari 2022,Hemvägen 21,"Diseröd,          Kungälvs kommun",108+32 m²,4,384,4050000
Såld 11 januari 2022,Ödsmål 540,"Rörtången,          Kungälvs kommun",65+31 m²,4,916,3850000
Såld 8 januari 2022,Lagvägen 17,"Ytterby,          Kungälvs kommun",164+5 m²,5,597,5850000
Såld 7 januari 2022,Mariebergsliden 5,"Öster,          Kungälvs kommun",277+91 m²,7,589,10000000
Såld 30 december 2021,Älvängen 180,"Harestad,          Kungälvs kommun",75+58 m²,4,631,4150000
Såld 22 december 2021,Mossvägen 24,"Hålta,          Kungälvs kommun",72+3 m²,3,68,3500000
Såld 21 december 2021,Galeasgatan 6,"Komarken,          Kungälvs kommun",100+3 m²,3,296,4000000
Såld 14 december 2021,Stenåldersgatan 50,"Stället,          Kungälvs kommun",110+5 m²,5,221,4900000
Såld 9 december 2021,Munkegärdegatan  310,"Munkegärde,          Kungälvs kommun",146+6 m²,6,622,6110000
Såld 8 december 2021,Stora Ryr 310,"Tjuvkil/ Lycke,          Kungälvs kommun",106+55 m²,5,239,3695000
Såld 7 december 2021,Mårdgatan 11,"Klöverbacken - Olseröd,          Kungälvs kommun",166+12 m²,5,367,6310000
Såld 6 december 2021,Ulvebackegatan 3,"Ulvegärde,          Kungälvs kommun",129+44 m²,4,927,4600000
Såld 3 december 2021,Plogvägen 187,"Ullstorp,          Kungälvs kommun",122+6 m²,5,406,5600000
Såld 3 december 2021,Galärgatan 1,"Centralt vid älven,          Kungälvs kommun",104+4 m²,4,762,3900000
Såld 1 december 2021,Korpedalsvägen 13,"Aröd/Timmervik,          Kungälvs kommun",47+40 m²,2,179,2850000
Såld 30 november 2021,Grindstolpen 21,"Ytterby,          Kungälvs kommun",76+1 m²,3,,3950000
Såld 29 november 2021,Hanekullen 200,"Kareby,          Kungälvs kommun",114+4 m²,4,673,4200000
Såld 28 november 2021,Fontinvägen 13,"Bohuslän,          Kungälvs kommun",120+110 m²,4,167,6960500
Såld 26 november 2021,Kyrkeby 300,"Harestad,          Kungälvs kommun",114+117 m²,6,402,4170000
Såld 25 november 2021,Parkgatan 21,"Marstrand - Koön,          Kungälvs kommun",113+76 m²,7,592,6100000
Såld 25 november 2021,Bäckgatan 38,"Centrum,          Kungälvs kommun",108+60 m²,7,607,6670000
Såld 23 november 2021,Bärtas väg 7,"Kode,          Kungälvs kommun",53+2 m²,2,792,2950000
Såld 18 november 2021,Lundby 380,"Kareby,          Kungälvs kommun",140 m²,,818,5200000
Såld 17 november 2021,Nygatan 36,"Marstrand,          Kungälvs kommun",118+30 m²,4,146,5900000
Såld 17 november 2021,Hammarberg 840,"Kode,          Kungälvs kommun",82+14 m²,3,893,3420000
Såld 16 november 2021,Duvesjön 360,"Duvesjön,          Kungälvs kommun",109+6 m²,4,968,4600000
Såld 15 november 2021,Vallgatan 3,"Kungälv - Centralt,          Kungälvs kommun",65+61 m²,5,495,5800000
Såld 12 november 2021,Vallby 210,"Kode,          Kungälvs kommun",70+3 m²,3,260,2550000
Såld 12 november 2021,Dotorp 470,"Kärna,          Kungälvs kommun",127+4 m²,4,448,6495000
Såld 11 november 2021,Prästvägen,"Bohuslän,          Kungälvs kommun",,,755,1725000
Såld 10 november 2021,Bremnäs 400,"Lycke,          Kungälvs kommun",130+4 m²,4,562,5800000
Såld 10 november 2021,Hammarhöjden 680,"Kode,          Kungälvs kommun",100+5 m²,5,59,3650000
Såld 5 november 2021,Stenhålt 124,"Romelanda,          Kungälvs kommun",163+7 m²,7,668,5600000
Såld 4 november 2021,Veneröd 430,"Hålta,          Kungälvs kommun",92+4 m²,4,376,3825000
Såld 4 november 2021,Poppelvägen 1,"Diseröd,          Kungälvs kommun",138+5 m²,5,788,4300000
Såld 3 november 2021,Hammarhöjden 695,"Kode,          Kungälvs kommun",92+3 m²,3,53,3600000
Såld 3 november 2021,Grindklykan 7,"Grinden,          Kungälvs kommun",114+7 m²,4,392,5095000
Såld 30 oktober 2021,Oxelvägen 24,"Diseröd,          Kungälvs kommun",139+6 m²,6,404,4000000
Såld 30 oktober 2021,Granliden 9,"Vedhall,          Kungälvs kommun",181+25 m²,5,678,9550000
Såld 29 oktober 2021,Dalen 150,"Kärna,          Kungälvs kommun",154+6 m²,6,52,5065000
Såld 28 oktober 2021,Östra gatan 43,"Bohuslän,          Kungälvs kommun",134+31 m²,5,6,5600000
Såld 27 oktober 2021,Hamngatan 1,"Centralt vid älven,          Kungälvs kommun",136+83 m²,6,617,6010000
Såld 26 oktober 2021,Kaprifolvägen 6,"Kärna,          Kungälvs kommun",128+5 m²,5,524,4800000
Såld 26 oktober 2021,Olserödsgatan 16,"Olseröd,          Kungälvs kommun",118+5 m²,5,238,4300000
Såld 20 oktober 2021,Lundby 330,"Kungälv - Kareby,          Kungälvs kommun",123+33 m²,4,870,4175000
Såld 20 oktober 2021,Tega 190,"Ytterby,          Kungälvs kommun",223+129 m²,9,154,4500000
Såld 19 oktober 2021,Prästvägen 721,"Diseröd,          Kungälvs kommun",210+60 m²,7,96,5900000
Såld 14 oktober 2021,Guntorpsvägen 12,"Kode,          Kungälvs kommun",139+70 m²,8,39,4130000
Såld 13 oktober 2021,Vetegången 15,"Centrum,          Kungälvs kommun",124+4 m²,4,403,4800000
Såld 12 oktober 2021,Vävra 470,"Hålta,          Kungälvs kommun",160+10 m²,5,244,3750000
Såld 6 oktober 2021,Källeröd 140,"Kareby,          Kungälvs kommun",103+143 m²,7,769,6000000
Såld 6 oktober 2021,Lingonvägen 24,"Munkegärde,          Kungälvs kommun",142+6 m²,6,334,5650000
Såld 6 oktober 2021,Rishammarvägen 14,"Kareby,          Kungälvs kommun",168+84 m²,5,795,6500000
Såld 1 oktober 2021,Tyftervägen 30,"Diseröd,          Kungälvs kommun",61+40 m²,6,683,2700000
Såld 1 oktober 2021,Västra Strandgatan 1,"Kungälv - Centrum,          Kungälvs kommun",120+58 m²,6,640,6175000
Såld 1 oktober 2021,Bremnäs 520,"Lycke,          Kungälvs kommun",44+3 m²,3,48,2675000
Såld 30 september 2021,Halleravägen 2,"Kärna,          Kungälvs kommun",83+4 m²,4,183,5561000
Såld 30 september 2021,Prästvägen 395,"Kareby,          Kungälvs kommun",212+6 m²,6,712,7200000
Såld 30 september 2021,Holmängen 150,"Kärna,          Kungälvs kommun",117+60 m²,4,276,5400000
Såld 29 september 2021,Broberg 190,"Kungälv - Lycke,          Kungälvs kommun",67+4 m²,4,755,2075000
Såld 27 september 2021,Hallbjörtorp 500,"Kärna,          Kungälvs kommun",162+6 m²,6,752,6150000
Såld 25 september 2021,Bokvägen 5,"Centrum,          Kungälvs kommun",89+89 m²,5,636,6800000
Såld 24 september 2021,Byvägen 38,"Rörtången/ödsmålsmosse,          Kungälvs kommun",30+1 m²,5,266,2680000
Såld 24 september 2021,Safirvägen 5,"Kode,          Kungälvs kommun",187+7 m²,7,765,4720000
Såld 21 september 2021,Skårby 590,"Kareby,          Kungälvs kommun",107+10 m²,4,132,4300000
Såld 20 september 2021,Skårby station 470,"Kungälv - Kareby,          Kungälvs kommun",35+2 m²,2,501,1250000
Såld 17 september 2021,Älggatan 20,"Klöverbacken - Olseröd,          Kungälvs kommun",95+4 m²,4,,4120000
Såld 16 september 2021,Målardalen 210,"Kode,          Kungälvs kommun",130+26 m²,9,56,3325000
Såld 16 september 2021,Ingegatan 6R,"Komarken,          Kungälvs kommun",149+71 m²,7,152,5000000
Såld 16 september 2021,Häljeröd 385,"Romelanda,          Kungälvs kommun",201+5 m²,5,639,5825000
Såld 15 september 2021,Halleravägen 17,"Kovikshamn,          Kungälvs kommun",74+18 m²,4,215,5110000
Såld 14 september 2021,Skolstigen 4,"Kungälv - Centralt,          Kungälvs kommun",174+74 m²,7,763,6700000
Såld 13 september 2021,Toreby 390,"Harestad-Toreby,          Kungälvs kommun",115+78 m²,5,819,4720000
Såld 11 september 2021,Skårby station 520,"Kareby,          Kungälvs kommun",124+37 m²,5,60,4445000
Såld 8 september 2021,Kulperödsvägen 39,"Hålta,          Kungälvs kommun",129+4 m²,4,192,2800000
Såld 8 september 2021,Kastellegårdsvägen 240,"Kastellegården,          Kungälvs kommun",108+55 m²,4,391,4210000
Såld 8 september 2021,Kareby kyrkväg 320,"Bohuslän,          Kungälvs kommun",110+80 m²,5,395,4725000
Såld 6 september 2021,Munkegärdegatan 231,"Munkegärde,          Kungälvs kommun",155+40 m²,6,726,6190000
Såld 6 september 2021,Lievägen 226,"Kungälv,          Kungälvs kommun",149+5 m²,5,392,6400000
Såld 5 september 2021,Betesgatan 14,"Ytterby,          Kungälvs kommun",170+10 m²,6,752,7475000
Såld 3 september 2021,Broberg 130,"Lycke,          Kungälvs kommun",133+5 m²,5,400,4995000
Såld 2 september 2021,Matskärsvägen 36,"Tjuvkil,          Kungälvs kommun",60+3 m²,3,77,3125000
Såld 2 september 2021,Hermansby 150,"Kärna,          Kungälvs kommun",110+110 m²,6,397,5600000
Såld 1 september 2021,Torsbyvägen 10F,"Ytterby,          Kungälvs kommun",126+5 m²,5,234,3470000
Såld 1 september 2021,Poppelvägen 3,"Diseröd,          Kungälvs kommun",106+48 m²,5,800,4600000
Såld 31 augusti 2021,Kärrhed 177,"Kärna,          Kungälvs kommun",150+7 m²,7,429,5550000
Såld 30 augusti 2021,Domsvägen 5,"Ytterby,          Kungälvs kommun",95+45 m²,6,43,5775000
Såld 27 augusti 2021,Ulvesund 414,"Hisingen,          Kungälvs kommun",44 m²,,744,1625000
Såld 27 augusti 2021,Älggatan 16,"Klöverbacken - Olseröd,          Kungälvs kommun",122+21 m²,6,,4375000
Såld 27 augusti 2021,Kungälvsvägen 60,"Kungälv - Centralt,          Kungälvs kommun",102+4 m²,4,114,3650000
Såld 25 augusti 2021,Olserödsgatan 116,"Olseröd,          Kungälvs kommun",150+34 m²,5,725,6150000
Såld 25 augusti 2021,Lefstad 370,"Kärna,          Kungälvs kommun",105+64 m²,5,759,6100000
Såld 24 augusti 2021,Tjuvkil 310,"Tjuvkil,          Kungälvs kommun",85+3 m²,3,27,3800000
Såld 22 augusti 2021,Fontinvägen 16,"Bohuslän,          Kungälvs kommun",135+35 m²,6,12,6125000
Såld 21 augusti 2021,Västra gatan 6,"Bohuslän,          Kungälvs kommun",326+231 m²,12,693,11000000
Såld 20 augusti 2021,Kuskalundsvägen 36,"HÅLTA,          Kungälvs kommun",138+23 m²,6,339,4100000
Såld 19 augusti 2021,Gömmet 120,"Romelanda,          Kungälvs kommun",197+19 m²,5,800,5250000
Såld 16 augusti 2021,Gunneröd 200,"Kärna,          Kungälvs kommun",40+10 m²,3,789,2490000
Såld 16 augusti 2021,Ödsmål 360,"Ödsmål,          Kungälvs kommun",105+66 m²,6,794,4700000
Såld 10 augusti 2021,Lagvägen 41,"Ytterby,          Kungälvs kommun",161+5 m²,5,642,5035000
Såld 10 augusti 2021,Metesten 150,"Harestad,          Kungälvs kommun",131+19 m²,5,507,4300000
Såld 9 augusti 2021,Sjöhåla 580,"Kärna,          Kungälvs kommun",94+87 m²,5,68,3490000
Såld 9 augusti 2021,Duvesjön 215,"Romelanda,          Kungälvs kommun",90+3 m²,3,113,2750000
Såld 6 augusti 2021,Plogvägen 168,"Ullstorp,          Kungälvs kommun",122+5 m²,5,299,5800000
Såld 6 augusti 2021,Sjöhåla 380,"Holmängen,          Kungälvs kommun",71+12 m²,,527,2175000
Såld 4 augusti 2021,Munkholmsgatan 8,"Kungälv - Centralt,          Kungälvs kommun",120+60 m²,7,639,6100000
Såld 2 augusti 2021,Hallsbrovägen 14,"Kärna,          Kungälvs kommun",145+61 m²,5,108,4500000
Såld 29 juli 2021,Väktaregatan 9,"Centralt,          Kungälvs kommun",166+83 m²,9,538,6900000
Såld 23 juli 2021,Rådmansgatan 11,"Kungälv Centralt,          Kungälvs kommun",167+122 m²,6,547,6800000
Såld 21 juli 2021,Flateby 470,"Harestad,          Kungälvs kommun",61+7 m²,3,409,2800000
Såld 20 juli 2021,Rondan 20,"Ödsmålsmosse,          Kungälvs kommun",82+75 m²,4,326,3900000
Såld 15 juli 2021,Olserödsgatan 10,"Olseröd,          Kungälvs kommun",118+5 m²,5,285,4700000
Såld 13 juli 2021,Nereby 370,"Hisingen,          Kungälvs kommun",65+3 m²,3,840,3550000
Såld 13 juli 2021,Bergåsvägen 26,"Ytterby,          Kungälvs kommun",184+55 m²,4,891,6450000
Såld 12 juli 2021,Gömmet 130,"Romelanda,          Kungälvs kommun",160+7 m²,7,55,4900000
Såld 12 juli 2021,Alvägen 5,"Bohuslän,          Kungälvs kommun",127+5 m²,5,744,4550000
Såld 10 juli 2021,Olserödsgatan 118,"Olseröd,          Kungälvs kommun",127+24 m²,6,910,6200000
Såld 9 juli 2021,Gömmet 110,"Romelanda,          Kungälvs kommun",153+24 m²,3,0,5600000
Såld 8 juli 2021,Olsåker 110,"Kareby,          Kungälvs kommun",139+60 m²,6,226,5900000
Såld 8 juli 2021,Källeröd 192,"Kareby,          Kungälvs kommun",141+6 m²,6,335,5295000
Såld 6 juli 2021,Olvonvägen 17,"Diseröd,          Kungälvs kommun",162+17 m²,7,683,5300000
Såld 5 juli 2021,Bäckvägen 8,"Lökeberg,          Kungälvs kommun",85+43 m²,4,16,2750000
Såld 3 juli 2021,Rävsal 170,"Olseröd,          Kungälvs kommun",124+50 m²,5,514,3525000
Såld 29 juni 2021,Ön 150,"Kareby,          Kungälvs kommun",127+5 m²,5,77,5750000
Såld 28 juni 2021,Klintegatan 8,"Kungälv - Centralt,          Kungälvs kommun",130+80 m²,7,778,7100000
Såld 24 juni 2021,Marias väg 17,"Aröd,          Kungälvs kommun",99+34 m²,4,318,4700000
Såld 24 juni 2021,Skårby station 130,"Kareby,          Kungälvs kommun",89+96 m²,4,686,2600000
Såld 22 juni 2021,Lilla Ryr 170,"Lycke,          Kungälvs kommun",40+9 m²,2,345,2900000
Såld 22 juni 2021,Prästvägen 450,"Kareby,          Kungälvs kommun",116+50 m²,4,572,4600000
Såld 21 juni 2021,Olserödsgatan 90,"Klöverbacken - Olseröd,          Kungälvs kommun",108+4 m²,4,223,3600000
Såld 21 juni 2021,Ekliden 8,"Centralt,          Kungälvs kommun",67+66 m²,3,41,5000000
Såld 19 juni 2021,Vedhall 120,"Kärna,          Kungälvs kommun",88+49 m²,4,105,6500000
Såld 18 juni 2021,Toreby 200,"Bohuslän,          Kungälvs kommun",103+130 m²,4,391,4100000
Såld 18 juni 2021,Holm 285,"Kärna,          Kungälvs kommun",6 m²,6,91,4300000
Såld 17 juni 2021,Häljeröd 300,"Kungälv - Romelanda,          Kungälvs kommun",223+25 m²,7,547,6900000
Såld 15 juni 2021,Konvaljgatan 10,"Ytterby,          Kungälvs kommun",115+4 m²,4,634,5050000
Såld 15 juni 2021,Skutviksvägen 3,"Marstrand - Instön,          Kungälvs kommun",42+3 m²,3,223,4750000
Såld 14 juni 2021,Harkvägen 349,"Kungälv - Ullstorp,          Kungälvs kommun",126+4 m²,4,,4900000
Såld 11 juni 2021,Dotorp 540,"Kärna,          Kungälvs kommun",120+5 m²,5,214,3900000
Såld 11 juni 2021,Otterlyckan 49,"Instön,          Kungälvs kommun",63+4 m²,4,769,4900000
Såld 11 juni 2021,Duvesjön 475,"Diseröd,          Kungälvs kommun",36+3 m²,3,577,1825000
Såld 10 juni 2021,Helgonagatan 157,"Munkegärde,          Kungälvs kommun",109+109 m²,7,903,5025000
Såld 9 juni 2021,Dannemarksgatan 14,"Ytterby-Tega,          Kungälvs kommun",210+86 m²,8,203,6250000
Såld 8 juni 2021,Flateby 360,"Kungälv - Harestad,          Kungälvs kommun",125+95 m²,7,726,3100000
Såld 7 juni 2021,Västra Röd 350,"Harestad,          Kungälvs kommun",83+3 m²,3,637,3550000
Såld 4 juni 2021,Lievägen 237,"Ullstorp,          Kungälvs kommun",140+19 m²,5,507,6200000
